route_code,origin,destination,terminal_name,zone,dispatch_datetime,scheduled_minutes,actual_minutes,passengers_boarded
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-04-03T00:00:00,31,34,92
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-04-03T00:00:00,31,34,92
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-04-05T00:00:00,35,40,94
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-04-05T00:00:00,35,40,94
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-04-05T00:00:00,35,40,94
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-04-05T00:00:00,35,40,94
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-04-05T00:00:00,35,40,94
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-04-05T00:00:00,35,40,94
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-04-07T00:00:00,39,46,96
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-04-07T00:00:00,39,46,96
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-04-07T00:00:00,39,46,96
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-04-07T00:00:00,39,46,96
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-04-07T00:00:00,39,46,96
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-04-07T00:00:00,39,46,96
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-04-09T00:00:00,43,52,98
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-04-09T00:00:00,43,52,98
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-04-09T00:00:00,43,52,98
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-04-09T00:00:00,43,52,98
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-04-09T00:00:00,43,52,98
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-04-09T00:00:00,43,52,98
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-04-11T00:00:00,27,38,30
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-04-11T00:00:00,27,38,30
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-04-11T00:00:00,27,38,30
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-04-11T00:00:00,27,38,30
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-04-11T00:00:00,27,38,30
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-04-11T00:00:00,27,38,30
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-04-13T00:00:00,31,44,32
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-04-13T00:00:00,31,44,32
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-04-13T00:00:00,31,44,32
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-04-13T00:00:00,31,44,32
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-04-13T00:00:00,31,44,32
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-04-13T00:00:00,31,44,32
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-04-15T00:00:00,35,32,34
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-04-15T00:00:00,35,32,34
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-04-15T00:00:00,35,32,34
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-04-15T00:00:00,35,32,34
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-04-15T00:00:00,35,32,34
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-04-15T00:00:00,35,32,34
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-04-17T00:00:00,39,38,36
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-04-17T00:00:00,39,38,36
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-04-17T00:00:00,39,38,36
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-04-17T00:00:00,39,38,36
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-04-17T00:00:00,39,38,36
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-04-17T00:00:00,39,38,36
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-04-19T00:00:00,43,44,38
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-04-19T00:00:00,43,44,38
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-04-19T00:00:00,43,44,38
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-04-19T00:00:00,43,44,38
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-04-19T00:00:00,43,44,38
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-04-19T00:00:00,43,44,38
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-04-21T00:00:00,27,30,40
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-04-21T00:00:00,27,30,40
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-04-21T00:00:00,27,30,40
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-04-21T00:00:00,27,30,40
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-04-21T00:00:00,27,30,40
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-04-21T00:00:00,27,30,40
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-04-23T00:00:00,31,36,42
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-04-23T00:00:00,31,36,42
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-04-23T00:00:00,31,36,42
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-04-23T00:00:00,31,36,42
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-04-23T00:00:00,31,36,42
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-04-23T00:00:00,31,36,42
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-04-25T00:00:00,35,42,44
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-04-25T00:00:00,35,42,44
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-04-25T00:00:00,35,42,44
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-04-25T00:00:00,35,42,44
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-04-25T00:00:00,35,42,44
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-04-25T00:00:00,35,42,44
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-04-27T00:00:00,39,48,46
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-04-27T00:00:00,39,48,46
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-04-27T00:00:00,39,48,46
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-04-27T00:00:00,39,48,46
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-04-27T00:00:00,39,48,46
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-04-27T00:00:00,39,48,46
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-04-29T00:00:00,43,54,48
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-04-29T00:00:00,43,54,48
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-04-29T00:00:00,43,54,48
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-04-29T00:00:00,43,54,48
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-04-29T00:00:00,43,54,48
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-04-29T00:00:00,43,54,48
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-05-01T00:00:00,27,28,50
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-05-01T00:00:00,27,28,50
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-05-01T00:00:00,27,28,50
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-05-01T00:00:00,27,28,50
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-05-01T00:00:00,27,28,50
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-05-01T00:00:00,27,28,50
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-05-03T00:00:00,31,34,52
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-05-03T00:00:00,31,34,52
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-05-03T00:00:00,31,34,52
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-05-03T00:00:00,31,34,52
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-05-03T00:00:00,31,34,52
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-05-03T00:00:00,31,34,52
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-05-05T00:00:00,35,40,54
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-05-05T00:00:00,35,40,54
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-05-05T00:00:00,35,40,54
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-05-05T00:00:00,35,40,54
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-05-05T00:00:00,35,40,54
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-05-05T00:00:00,35,40,54
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-05-07T00:00:00,39,46,56
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-05-07T00:00:00,39,46,56
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-05-07T00:00:00,39,46,56
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-05-07T00:00:00,39,46,56
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-05-07T00:00:00,39,46,56
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-05-07T00:00:00,39,46,56
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-05-09T00:00:00,43,52,58
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-05-09T00:00:00,43,52,58
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-05-09T00:00:00,43,52,58
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-05-09T00:00:00,43,52,58
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-05-09T00:00:00,43,52,58
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-05-09T00:00:00,43,52,58
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-05-11T00:00:00,27,38,60
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-05-11T00:00:00,27,38,60
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-05-11T00:00:00,27,38,60
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-05-11T00:00:00,27,38,60
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-05-11T00:00:00,27,38,60
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-05-11T00:00:00,27,38,60
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-05-13T00:00:00,31,44,62
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-05-13T00:00:00,31,44,62
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-05-13T00:00:00,31,44,62
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-05-13T00:00:00,31,44,62
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-05-13T00:00:00,31,44,62
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-05-13T00:00:00,31,44,62
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-05-15T00:00:00,35,32,64
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-05-15T00:00:00,35,32,64
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-05-15T00:00:00,35,32,64
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-05-15T00:00:00,35,32,64
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-05-15T00:00:00,35,32,64
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-05-15T00:00:00,35,32,64
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-05-17T00:00:00,39,38,66
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-05-17T00:00:00,39,38,66
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-05-17T00:00:00,39,38,66
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-05-17T00:00:00,39,38,66
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-05-17T00:00:00,39,38,66
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-05-17T00:00:00,39,38,66
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-05-19T00:00:00,43,44,68
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-05-19T00:00:00,43,44,68
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-05-19T00:00:00,43,44,68
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-05-19T00:00:00,43,44,68
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-05-19T00:00:00,43,44,68
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-05-19T00:00:00,43,44,68
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-05-21T00:00:00,27,30,70
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-05-21T00:00:00,27,30,70
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-05-21T00:00:00,27,30,70
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-05-21T00:00:00,27,30,70
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-05-21T00:00:00,27,30,70
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-05-21T00:00:00,27,30,70
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-05-23T00:00:00,31,36,72
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-05-23T00:00:00,31,36,72
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-05-23T00:00:00,31,36,72
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-05-23T00:00:00,31,36,72
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-05-23T00:00:00,31,36,72
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-05-23T00:00:00,31,36,72
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-05-25T00:00:00,35,42,74
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-05-25T00:00:00,35,42,74
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-05-25T00:00:00,35,42,74
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-05-25T00:00:00,35,42,74
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-05-25T00:00:00,35,42,74
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-05-25T00:00:00,35,42,74
A1,Centro Intermodal,Terminal Norte,Plaza Metro,Central,2019-05-27T00:00:00,39,48,76
B2,Terminal Sur,Centro Intermodal,Plaza Metro,Central,2019-05-27T00:00:00,39,48,76
C3,Hub Este,Hub Oeste,Plaza Metro,Central,2019-05-27T00:00:00,39,48,76
D4,Terminal Norte,Terminal Sur,Plaza Metro,Central,2019-05-27T00:00:00,39,48,76
E5,Plaza Metro,Hub Este,Plaza Metro,Central,2019-05-27T00:00:00,39,48,76
F6,Hub Oeste,Centro Intermodal,Plaza Metro,Central,2019-05-27T00:00:00,39,48,76
A1,Centro Intermodal,Terminal Norte,Terminal Norte,Norte,2019-05-29T00:00:00,43,54,78
B2,Terminal Sur,Centro Intermodal,Terminal Norte,Norte,2019-05-29T00:00:00,43,54,78
C3,Hub Este,Hub Oeste,Terminal Norte,Norte,2019-05-29T00:00:00,43,54,78
D4,Terminal Norte,Terminal Sur,Terminal Norte,Norte,2019-05-29T00:00:00,43,54,78
E5,Plaza Metro,Hub Este,Terminal Norte,Norte,2019-05-29T00:00:00,43,54,78
F6,Hub Oeste,Centro Intermodal,Terminal Norte,Norte,2019-05-29T00:00:00,43,54,78
A1,Centro Intermodal,Terminal Norte,Hub Este,Este,2019-05-31T00:00:00,27,40,80
B2,Terminal Sur,Centro Intermodal,Hub Este,Este,2019-05-31T00:00:00,27,40,80
C3,Hub Este,Hub Oeste,Hub Este,Este,2019-05-31T00:00:00,27,40,80
D4,Terminal Norte,Terminal Sur,Hub Este,Este,2019-05-31T00:00:00,27,40,80
E5,Plaza Metro,Hub Este,Hub Este,Este,2019-05-31T00:00:00,27,40,80
F6,Hub Oeste,Centro Intermodal,Hub Este,Este,2019-05-31T00:00:00,27,40,80
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2019-06-02T00:00:00,29,31,82
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2019-06-02T00:00:00,29,31,82
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2019-06-02T00:00:00,29,31,82
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2019-06-02T00:00:00,29,31,82
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2019-06-02T00:00:00,29,31,82
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2019-06-02T00:00:00,29,31,82
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2019-06-04T00:00:00,33,37,84
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2019-06-04T00:00:00,33,37,84
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2019-06-04T00:00:00,33,37,84
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2019-06-04T00:00:00,33,37,84
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2019-06-04T00:00:00,33,37,84
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2019-06-04T00:00:00,33,37,84
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2019-06-06T00:00:00,37,43,86
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2019-06-06T00:00:00,37,43,86
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2019-06-06T00:00:00,37,43,86
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2019-06-06T00:00:00,37,43,86
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2019-06-06T00:00:00,37,43,86
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2019-06-06T00:00:00,37,43,86
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2019-06-08T00:00:00,41,49,88
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2019-06-08T00:00:00,41,49,88
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2019-06-08T00:00:00,41,49,88
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2019-06-08T00:00:00,41,49,88
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2019-06-08T00:00:00,41,49,88
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2019-06-08T00:00:00,41,49,88
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2019-06-10T00:00:00,25,35,90
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2019-06-10T00:00:00,25,35,90
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2019-06-10T00:00:00,25,35,90
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2019-06-10T00:00:00,25,35,90
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2019-06-10T00:00:00,25,35,90
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2019-06-10T00:00:00,25,35,90
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2019-06-12T00:00:00,29,41,92
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2019-06-12T00:00:00,29,41,92
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2019-06-12T00:00:00,29,41,92
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2019-06-12T00:00:00,29,41,92
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2019-06-12T00:00:00,29,41,92
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2019-06-12T00:00:00,29,41,92
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2019-06-14T00:00:00,33,29,94
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2019-06-14T00:00:00,33,29,94
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2019-06-14T00:00:00,33,29,94
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2019-06-14T00:00:00,33,29,94
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2019-06-14T00:00:00,33,29,94
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2019-06-14T00:00:00,33,29,94
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2019-06-16T00:00:00,37,35,96
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2019-06-16T00:00:00,37,35,96
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2019-06-16T00:00:00,37,35,96
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2019-06-16T00:00:00,37,35,96
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2019-06-16T00:00:00,37,35,96
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2019-06-16T00:00:00,37,35,96
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2019-06-18T00:00:00,41,41,98
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2019-06-18T00:00:00,41,41,98
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2019-06-18T00:00:00,41,41,98
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2019-06-18T00:00:00,41,41,98
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2019-06-18T00:00:00,41,41,98
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2019-06-18T00:00:00,41,41,98
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2019-06-20T00:00:00,25,27,30
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2019-06-20T00:00:00,25,27,30
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2019-06-20T00:00:00,25,27,30
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2019-06-20T00:00:00,25,27,30
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2019-06-20T00:00:00,25,27,30
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2019-06-20T00:00:00,25,27,30
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2019-06-22T00:00:00,29,33,32
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2019-06-22T00:00:00,29,33,32
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2019-06-22T00:00:00,29,33,32
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2019-06-22T00:00:00,29,33,32
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2019-06-22T00:00:00,29,33,32
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2019-06-22T00:00:00,29,33,32
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2019-06-24T00:00:00,33,39,34
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2019-06-24T00:00:00,33,39,34
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2019-06-24T00:00:00,33,39,34
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2019-06-24T00:00:00,33,39,34
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2019-06-24T00:00:00,33,39,34
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2019-06-24T00:00:00,33,39,34
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2019-06-26T00:00:00,37,45,36
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2019-06-26T00:00:00,37,45,36
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2019-06-26T00:00:00,37,45,36
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2019-06-26T00:00:00,37,45,36
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2019-06-26T00:00:00,37,45,36
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2019-06-26T00:00:00,37,45,36
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2019-06-28T00:00:00,41,51,38
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2019-06-28T00:00:00,41,51,38
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2019-06-28T00:00:00,41,51,38
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2019-06-28T00:00:00,41,51,38
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2019-06-28T00:00:00,41,51,38
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2019-06-28T00:00:00,41,51,38
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2019-06-30T00:00:00,25,37,40
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2019-06-30T00:00:00,25,37,40
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2019-06-30T00:00:00,25,37,40
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2019-06-30T00:00:00,25,37,40
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2019-06-30T00:00:00,25,37,40
F6,Hub Oeste,Centro Intermodal,Terminal Sur,Sur,2019-06-30T00:00:00,25,37,40
A1,Centro Intermodal,Terminal Norte,Hub Oeste,Oeste,2019-07-02T00:00:00,29,31,42
B2,Terminal Sur,Centro Intermodal,Hub Oeste,Oeste,2019-07-02T00:00:00,29,31,42
C3,Hub Este,Hub Oeste,Hub Oeste,Oeste,2019-07-02T00:00:00,29,31,42
D4,Terminal Norte,Terminal Sur,Hub Oeste,Oeste,2019-07-02T00:00:00,29,31,42
E5,Plaza Metro,Hub Este,Hub Oeste,Oeste,2019-07-02T00:00:00,29,31,42
F6,Hub Oeste,Centro Intermodal,Hub Oeste,Oeste,2019-07-02T00:00:00,29,31,42
A1,Centro Intermodal,Terminal Norte,Centro Intermodal,Central,2019-07-04T00:00:00,33,37,44
B2,Terminal Sur,Centro Intermodal,Centro Intermodal,Central,2019-07-04T00:00:00,33,37,44
C3,Hub Este,Hub Oeste,Centro Intermodal,Central,2019-07-04T00:00:00,33,37,44
D4,Terminal Norte,Terminal Sur,Centro Intermodal,Central,2019-07-04T00:00:00,33,37,44
E5,Plaza Metro,Hub Este,Centro Intermodal,Central,2019-07-04T00:00:00,33,37,44
F6,Hub Oeste,Centro Intermodal,Centro Intermodal,Central,2019-07-04T00:00:00,33,37,44
A1,Centro Intermodal,Terminal Norte,Terminal Sur,Sur,2019-07-06T00:00:00,37,43,46
B2,Terminal Sur,Centro Intermodal,Terminal Sur,Sur,2019-07-06T00:00:00,37,43,46
C3,Hub Este,Hub Oeste,Terminal Sur,Sur,2019-07-06T00:00:00,37,43,46
D4,Terminal Norte,Terminal Sur,Terminal Sur,Sur,2019-07-06T00:00:00,37,43,46
E5,Plaza Metro,Hub Este,Terminal Sur,Sur,2019-07-06T00:00:00,37,43,46
